			Domain: SAT	Domain: Ketoacyl-synt-N	Domain: Ketoacyl-synt-C	Domain: Acyl-tranferase	Domain: PT-fungal-PKS	Domain: PP-binding	Domain: AllPKSDomains_presentAbsent	Domain: Hydroxynapthalene-reductase	Domain: Scytalone-dehydratase	Domain: Tyrosinase	Domain: 4HPPD
Species: Porpomyces-mucidus	Phylum: Basidiomycota	Order: Trechisporales	-34.69897000433602	-20.102372908709558	-14.214670164989233	-72.76955107862173	0	-29.958607314841775	0	0	0	0	0
Species: Porodaedalea-niemelaei	Phylum: Basidiomycota	Order: Hymenochaetales	-31.69897000433602	-71.1249387366083	-32.22914798835786	-71.79588001734407	-62.3767507096021	-29.214670164989233	100	-73.48148606012211	0	-48.26760624017703	0
Species: Postia-placenta	Phylum: Basidiomycota	Order: Polyporales	0	-53.769551078621724	-26.23657200643706	-44.95860731484178	0	-6.2076083105017466	0	-75.17392519729917	0	0	0
Species: Postia-placenta	Phylum: Basidiomycota	Order: Polyporales	-33.88605664769317	-81.39794000867204	-37.74472749489669	-73.6197887582884	-54.25963731050576	-12.958607314841775	100	-75.88605664769317	0	-46.494850021680094	0
Species: Postia-stiptica	Phylum: Basidiomycota	Order: Polyporales	-33.3767507096021	-80.25963731050575	-35.585026652029185	-70.3767507096021	-64.24412514432751	-12.522878745280337	100	-71.88605664769317	0	-49.46852108295774	0
Species: Powellomyces-hirtus	Phylum: Chytridiomycota	Order: Spizellomycetales	-26.013228265733755	-56.431798275933005	-38.39794000867204	-69.55284196865779	0	-79.60205999132796	0	-66.69897000433602	0	-40.88605664769317	-138.14266750356873
Species: Protomyces-inouyei	Phylum: Ascomycota	Order: Taphrinales	-36.14266750356873	-55.1249387366083	-35.88605664769317	-80.26760624017703	0	-60.11350927482752	0	-60.55284196865778	0	0	0
Species: Protomyces-lactucaedebilis	Phylum: Ascomycota	Order: Taphrinales	-35.95860731484178	-54.14874165128092	-36.31875876262441	-80.4089353929735	0	-59.95860731484178	0	-60.481486060122116	0	0	0
Species: Pseudozyma-antarctica	Phylum: Basidiomycota	Order: Ustilaginales	-28.200659450546418	-61.82390874094432	-33.52287874528034	-61.67778070526608	-49.95860731484178	-50.0	0	0	0	-37.32790214206428	0
Species: Pseudographis-elatina	Phylum: Ascomycota	Order: Triblidiales	-78.16115090926274	-81.76955107862173	-41.85387196432176	-87.79588001734407	-123.4948500216801	-76.69897000433602	100	-136.568636235841	-74.0	-49.50863830616573	-135.1249387366083
Species: Pseudozyma-hubeiensis	Phylum: Basidiomycota	Order: Ustilaginales	-27.69897000433602	-56.214670164989236	-28.744727494896694	-61.0	-63.221848749616356	-38.337242168318426	0	0	0	-38.431798275933005	0
Species: Pseudovirgaria-hyperparasitica	Phylum: Ascomycota	Order: Acrospermales	-80.76955107862173	-83.23657200643706	-39.17392519729918	-87.34678748622466	-119.48148606012211	-74.07058107428571	100	-133.25963731050575	-82.95860731484177	-52.52287874528034	-142.3665315444204
Species: Pseudogymnoascus-destructans	Phylum: Ascomycota	Order: Pseudeurotiaceae - no_o_rank	-73.72124639904717	-80.22914798835785	-37.69897000433602	-88.36653154442041	-124.22184874961636	-54.920818753952375	100	-114.95860731484177	-52.82390874094432	-7.698970004336019	-136.76955107862173
Species: Pseudomassariella-vexata	Phylum: Ascomycota	Order: Xylariales	-79.67778070526609	-81.88605664769317	-42.04095860767891	-87.79588001734407	-115.88605664769317	-53.080921907623924	100	-136.79588001734407	-90.15490195998575	-49.55284196865778	-129.79588001734407
Species: Psilocybe-cubensis	Phylum: Basidiomycota	Order: Agaricales	-35.60205999132796	-75.16115090926274	-34.481486060122116	-71.6197887582884	-50.619788758288394	-25.05060999335509	100	-71.88605664769317	0	-57.221848749616356	0
Species: Psilocybe-serbica	Phylum: Basidiomycota	Order: Agaricales	-35.096910013008056	-75.85387196432177	-33.32790214206428	-72.88605664769317	-48.82390874094432	-24.920818753952375	100	-70.88605664769317	0	-58.045757490560675	0
Species: Pterula-gracilis	Phylum: Basidiomycota	Order: Agaricales	-32.481486060122116	-78.76955107862173	-37.29242982390206	-70.33724216831843	-63.769551078621724	-26.09151498112135	100	-72.0	0	-40.031517051446066	0
Species: Puccinia-coronata	Phylum: Basidiomycota	Order: Pucciniales	-36.769551078621724	-26.154901959985743	-12.638272163982407	-68.06048074738138	0	-14.2839966563652	0	0	0	-31.18045606445813	0
Species: Puccinia-coronata	Phylum: Basidiomycota	Order: Pucciniales	-36.795880017344075	-26.187086643357144	-12.657577319177793	-67.4202164033832	0	-14.318758762624412	0	0	0	-31.207608310501747	0
Species: Puccinia-graminis	Phylum: Basidiomycota	Order: Pucciniales	-35.69897000433602	-26.769551078621728	-14.920818753952375	-68.95860731484177	0	-14.494850021680094	0	0	0	-32.95860731484178	0
Species: Puccinia-striiformis	Phylum: Basidiomycota	Order: Pucciniales	-23.11918640771921	-26.638272163982407	-14.443697499232712	-69.2839966563652	0	-13.958607314841775	0	0	0	-20.0	0
Species: Puccinia-striiformis	Phylum: Basidiomycota	Order: Pucciniales	-36.136677139879545	-26.585026652029182	-14.397940008672037	-69.22914798835785	0	-13.920818753952375	0	0	0	-32.10790539730952	0
Species: Puccinia-striiformis	Phylum: Basidiomycota	Order: Pucciniales	-36.045757490560675	-26.42021640338319	-14.221848749616356	-69.06048074738138	0	-13.744727494896694	0	0	0	-39.74472749489669	0
Species: Puccinia-triticina	Phylum: Basidiomycota	Order: Pucciniales	-38.356547323513816	-26.55284196865778	-14.744727494896694	-68.88605664769317	0	-14.508638306165727	0	0	0	-30.086186147616285	0
Species: Punctularia-strigosozonata	Phylum: Basidiomycota	Order: Corticiales	-36.52287874528034	-82.31875876262441	-35.920818753952375	-74.14874165128093	0	-55.080921907623924	0	-67.32790214206429	0	-50.74472749489669	0
Species: Purpureocillium-sp.	Phylum: Ascomycota	Order: Hypocreales	-49.769551078621724	-82.6197887582884	-42.283996656365204	-88.88605664769317	-104.85387196432177	-124.36653154442041	100	-114.07572071393813	0	-47.537602002101046	-134.82390874094432
Species: Pycnoporus-cinnabarinus	Phylum: Basidiomycota	Order: Polyporales	-35.85387196432176	-78.50863830616572	-36.36653154442041	-72.3767507096021	-54.408935392973504	-34.11918640771921	0	-74.4948500216801	0	-56.920818753952375	0
Species: Pycnoporus-cinnabarinus	Phylum: Basidiomycota	Order: Polyporales	-35.95860731484178	-77.88605664769317	-36.60205999132796	-73.04575749056067	-55.63827216398241	-35.55284196865778	0	-73.46852108295775	0	-54.3767507096021	0
Species: Pycnoporus-coccineus	Phylum: Basidiomycota	Order: Polyporales	-34.60205999132796	-71.05551732784983	-36.56863623584101	-73.39794000867204	-53.60205999132796	-38.309803919971486	0	-72.65757731917779	0	-56.52287874528034	0
Species: Pycnoporus-coccineus	Phylum: Basidiomycota	Order: Polyporales	-35.56863623584101	-75.22914798835785	-35.60205999132796	-73.45593195564973	-55.72124639904717	-33.50863830616573	0	-73.67778070526609	0	-56.494850021680094	0
Species: Pycnoporus-puniceus	Phylum: Basidiomycota	Order: Polyporales	-35.85387196432176	-72.09151498112135	-37.920818753952375	-70.79588001734407	-51.481486060122116	-35.769551078621724	0	-71.95860731484177	0	-55.67778070526608	0
Species: Pycnoporus-sanguineus	Phylum: Basidiomycota	Order: Polyporales	-35.431798275933005	-75.92081875395237	-35.408935392973504	-73.10790539730952	-52.02227639471115	-33.0268721464003	0	-74.46852108295775	0	-57.27572413039921	0
Species: Pyronema-confluens	Phylum: Ascomycota	Order: Pezizales	-39.585026652029185	-85.65757731917779	-36.74472749489669	-87.79588001734407	-55.46852108295774	-56.74472749489669	100	0	0	-48.11918640771921	-139.4436974992327
Species: Pyronema-domesticum	Phylum: Ascomycota	Order: Pezizales	-39.63827216398241	-85.72124639904717	-36.795880017344075	-87.85387196432177	-55.52287874528034	-64.45593195564973	100	0	0	-48.17392519729918	-129.85387196432177
Species: Pyrenochaeta-lycopersici	Phylum: Ascomycota	Order: Pleosporales	-81.65757731917779	-78.22184874961636	-36.69897000433602	-89.16749108729377	-116.31875876262441	-76.50863830616572	100	-131.72124639904717	-85.18045606445813	-52.356547323513816	-140.60205999132796
Species: Pyronema-omphalodes	Phylum: Ascomycota	Order: Pezizales	-39.585026652029185	0	-149.95860731484177	-87.6197887582884	-55.56863623584101	-65.69897000433602	100	0	0	-49.55284196865778	-140.01772876696043
Species: Pyrenochaeta-sp.	Phylum: Ascomycota	Order: Pleosporales	-81.88605664769317	-78.16115090926274	-40.408935392973504	-89.6382721639824	-116.60205999132796	-72.85387196432177	100	-124.72124639904717	-84.44369749923271	-51.95860731484178	-140.95860731484177
Species: Pyrenophora-tritici-repentis	Phylum: Ascomycota	Order: Pleosporales	-80.46852108295775	-78.45593195564972	-36.88605664769317	-86.67778070526609	-115.95860731484177	-72.20065945054642	100	-132.25963731050575	-84.34678748622466	-51.080921907623924	-142.05551732784983
Species: Pyrenophora-teres	Phylum: Ascomycota	Order: Pleosporales	-78.22184874961636	-78.72124639904717	-38.2518119729938	-87.01772876696043	-115.48148606012211	-77.79588001734407	100	-131.85387196432177	-84.35654732351381	-51.38721614328026	-141.92081875395237
Species: Radulomyces-confluens	Phylum: Basidiomycota	Order: Agaricales	-32.283996656365204	-78.06550154875643	-35.39794000867204	-72.07058107428571	-63.82390874094432	-27.82390874094432	100	0	0	-52.69897000433602	0
Species: Radiomyces-spectabilis	Phylum: Mucoromycota	Order: Mucorales	-30.040958607678906	-57.72124639904717	-36.26760624017703	-72.82390874094432	0	-12.823908740944319	0	0	0	0	-130.20760831050174
Species: Ramaria-rubella	Phylum: Basidiomycota	Order: Gomphales	-29.173925197299173	-57.95860731484178	-30.72124639904717	-68.0	0	-69.4089353929735	0	-70.4089353929735	0	-49.920818753952375	0
Species: Ramicandelaber-brevisporus	Phylum: Zoopagomycota	Order: Ramicandelaberales	-29.619788758288394	-57.36653154442041	-38.036212172654444	-67.33724216831843	0	-10.508638306165727	0	-69.431798275933	0	-34.67778070526608	-124.0
Species: Rhamphospora-nymphaeae	Phylum: Basidiomycota	Order: Doassansiales	-34.52287874528034	-25.200659450546418	-29.30102999566398	-46.920818753952375	0	-36.85387196432176	0	0	0	0	0
Species: Rhexocercosporidium-sp.	Phylum: Ascomycota	Order: Helotiales	-75.95860731484177	-81.95860731484177	-41.88605664769317	-88.23657200643706	-118.92081875395237	-53.95860731484178	100	-136.431798275933	-88.09691001300806	-55.481486060122116	-135.21467016498923
Species: Rhizophagus-cerebriforme	Phylum: Mucoromycota	Order: Glomerales	0	-47.0	-31.42021640338319	-27.920818753952375	0	-11.387216143280265	0	0	0	-45.88605664769317	-137.00877392430752
Species: Rhizopus-microsporus	Phylum: Mucoromycota	Order: Mucorales	-28.920818753952375	-52.88605664769317	-35.356547323513816	-70.60205999132796	0	-14.065501548756432	0	0	0	0	-130.0705810742857
Species: Rhizophagus-diaphanus	Phylum: Mucoromycota	Order: Glomerales	0	-45.82390874094432	-32.283996656365204	-29.080921907623924	0	-10.67778070526608	0	0	0	-9.0	-137.3187587626244
Species: Rhizoscyphus-ericae	Phylum: Ascomycota	Order: Helotiales	-78.4089353929735	-77.25963731050575	-37.63827216398241	-89.46852108295775	-120.92081875395237	-59.95860731484178	100	-135.4436974992327	-84.24412514432751	-54.88605664769317	-136.58502665202917
Species: Rhizoclosmatium-globosum	Phylum: Chytridiomycota	Order: Chytridiales	-30.468521082957746	-61.85387196432176	-36.82390874094432	-66.56863623584101	0	-13.958607314841775	0	-65.65757731917779	0	-42.221848749616356	-136.4814860601221
Species: Rhizophagus-irregularis	Phylum: Mucoromycota	Order: Glomerales	0	-55.795880017344075	-36.32790214206428	-28.795880017344075	0	-11.229147988357855	0	0	0	-9.244125144327509	-137.06048074738138
Species: Rhizophagus-irregularis	Phylum: Mucoromycota	Order: Glomerales	0	-58.585026652029185	-36.39794000867204	-21.69897000433602	0	-25.337242168318426	0	0	0	-9.327902142064282	-137.0506099933551
Species: Rhizophagus-irregularis	Phylum: Mucoromycota	Order: Glomerales	0	-55.130768280269024	-36.337242168318426	-21.72124639904717	0	-10.769551078621726	0	0	0	-8.853871964321762	-137.06550154875643
Species: Rhizophagus-irregularis	Phylum: Mucoromycota	Order: Glomerales	0	-58.585026652029185	-36.39794000867204	-21.69897000433602	0	-10.744727494896694	0	0	0	-9.431798275933005	-137.0506099933551
Species: Rhizophagus-irregularis	Phylum: Mucoromycota	Order: Glomerales	0	-58.60205999132796	-36.420216403383186	-20.26760624017703	0	-10.769551078621726	0	0	0	-9.154901959985743	-137.07572071393813
Species: Rhizophagus-irregularis	Phylum: Mucoromycota	Order: Glomerales	0	-37.14266750356873	-36.537602002101046	-21.366531544420415	0	-11.619788758288394	0	0	0	-42.46852108295774	-136.60205999132796
Species: Rhizodiscina-lignyota	Phylum: Ascomycota	Order: Patellariales	-82.92081875395237	-85.23657200643706	-40.06048074738138	-91.07572071393813	-114.10237290870955	-47.88605664769317	100	-136.46852108295775	-87.26760624017703	-49.85387196432176	-141.82390874094432
Species: Rhizopus-microsporus	Phylum: Mucoromycota	Order: Mucorales	-29.01772876696043	-58.39794000867204	-36.0	-70.46852108295775	0	-14.275724130399212	0	0	0	0	-132.39794000867204
Species: Rhizopus-microsporus	Phylum: Mucoromycota	Order: Mucorales	-28.958607314841775	-30.69897000433602	-36.38721614328026	-70.431798275933	0	-14.259637310505756	0	0	0	0	-132.72124639904717
Species: Rhizopus-microsporus	Phylum: Mucoromycota	Order: Mucorales	-29.0	-30.468521082957746	-36.283996656365204	-70.44369749923271	0	-14.2518119729938	0	0	0	0	-132.6777807052661
Species: Rhizopus-delemar	Phylum: Mucoromycota	Order: Mucorales	-30.0	-30.920818753952375	-36.67778070526608	-68.4089353929735	0	-14.585026652029182	0	0	0	0	-130.23657200643706
Species: Rhizopogon-salebrosus	Phylum: Basidiomycota	Order: Boletales	-31.744727494896694	-78.46852108295775	-33.95860731484178	-71.0	-57.920818753952375	-12.721246399047171	100	0	0	-41.221848749616356	0
Species: Rhizoctonia-solani	Phylum: Basidiomycota	Order: Cantharellales	-31.657577319177793	-24.040958607678906	-16.366531544420415	-72.14874165128093	0	-19.602059991327963	0	0	0	-44.30102999566398	0
Species: Rhizopogon-truncatus	Phylum: Basidiomycota	Order: Boletales	-30.366531544420415	-78.82390874094432	-32.26760624017703	-71.3767507096021	-58.15490195998574	-13.508638306165727	100	0	0	-42.55284196865778	0
Species: Rhizopogon-vesiculosus	Phylum: Basidiomycota	Order: Boletales	-31.161150909262744	-79.08092190762393	-35.10237290870956	-71.55284196865779	-58.585026652029185	-35.44369749923271	100	0	0	-41.74472749489669	0
Species: Rhizopogon-vinicolor	Phylum: Basidiomycota	Order: Boletales	-31.443697499232712	-78.33724216831843	-34.769551078621724	-71.11918640771921	-57.070581074285705	-34.408935392973504	100	0	0	-42.55284196865778	0
Species: Rhizopogon-vulgaris	Phylum: Basidiomycota	Order: Boletales	-30.602059991327963	-22.214670164989233	-22.744727494896694	-71.76955107862173	0	-30.397940008672037	0	0	0	-44.44369749923271	0
Species: Rhodotorula-graminis	Phylum: Basidiomycota	Order: Sporidiobolales	-29.4089353929735	-25.0268721464003	-13.207608310501746	-70.0	0	-23.1249387366083	0	0	0	0	0
Species: Rhodocollybia-butyracea	Phylum: Basidiomycota	Order: Agaricales	-28.657577319177793	-79.09691001300806	-37.0	-71.44369749923271	-52.494850021680094	-41.60205999132796	100	-72.88605664769317	0	-55.06550154875643	0
Species: Rhodocollybia-butyracea	Phylum: Basidiomycota	Order: Agaricales	-28.638272163982407	-79.05551732784983	-37.537602002101046	-71.31875876262441	0	-31.958607314841775	0	-72.60205999132796	0	-55.10790539730952	0
Species: Rhodosporidium-diobovatum	Phylum: Basidiomycota	Order: Sporidiobolales	-30.443697499232712	-23.920818753952375	-12.769551078621726	-69.431798275933	0	-17.744727494896694	0	0	0	0	0
Species: Rhodotorula-sp.	Phylum: Basidiomycota	Order: Sporidiobolales	-28.2518119729938	-24.795880017344075	-13.431798275933005	-71.31875876262441	0	-20.55284196865778	0	0	0	0	0
Species: Pseudomicrostroma-glucosiphilum	Phylum: Basidiomycota	Order: Microstromatales	-34.82390874094432	-21.443697499232712	-17.259637310505756	-27.259637310505756	0	-34.69897000433602	0	0	0	0	0
Species: Rhodotorula-glutinis	Phylum: Basidiomycota	Order: Sporidiobolales	-29.958607314841775	-24.013228265733755	-14.096910013008056	-69.92081875395237	0	-18.619788758288394	0	0	0	0	0
Species: Cystobasidium-minutum	Phylum: Basidiomycota	Order: Cystobasidiales	-30.013228265733755	-27.55284196865778	-14.431798275933005	-70.06048074738138	0	-12.958607314841775	0	-56.420216403383186	0	-49.585026652029185	0
Species: Rhodotorula-mucilaginosa	Phylum: Basidiomycota	Order: Sporidiobolales	-29.795880017344075	-25.455931955649724	-13.443697499232712	-72.05551732784983	0	-20.356547323513812	0	0	0	0	0
Species: Rhodotorula-sp.	Phylum: Basidiomycota	Order: Sporidiobolales	-28.795880017344075	-24.920818753952375	-13.508638306165727	-71.16749108729377	0	-20.619788758288394	0	0	0	0	0
Species: Rhodosporidium-toruloides	Phylum: Basidiomycota	Order: Sporidiobolales	-29.853871964321762	-23.958607314841775	-14.113509274827518	-70.16115090926274	0	-20.568636235841012	0	0	0	0	0
Species: Rhodosporidium-toruloides	Phylum: Basidiomycota	Order: Sporidiobolales	-29.853871964321762	-23.958607314841775	-14.10790539730952	-70.15490195998575	0	-20.55284196865778	0	0	0	0	0
Species: Rhodosporidium-toruloides	Phylum: Basidiomycota	Order: Sporidiobolales	-29.853871964321762	-23.958607314841775	-14.113509274827518	-70.16115090926274	0	-20.568636235841012	0	0	0	0	0
Species: Rhodosporidium-toruloides	Phylum: Basidiomycota	Order: Sporidiobolales	-30.638272163982407	-24.05551732784983	-14.065501548756432	-69.95860731484177	0	-20.481486060122112	0	0	0	0	0
Species: Rhodosporidium-toruloides	Phylum: Basidiomycota	Order: Sporidiobolales	-30.568636235841012	-24.0	-14.008773924307505	-69.92081875395237	0	-20.42021640338319	0	0	0	0	0
Species: Rhodosporidium-toruloides	Phylum: Basidiomycota	Order: Sporidiobolales	-30.638272163982407	-24.05551732784983	-14.065501548756432	-69.95860731484177	0	-20.468521082957746	0	0	0	0	0
Species: Rhytidhysteron-rufulum	Phylum: Ascomycota	Order: Hysteriales	-84.2839966563652	-81.95860731484177	-40.031517051446066	-89.58502665202919	-117.4202164033832	-91.88605664769317	100	-131.09691001300806	-83.92081875395237	-53.72124639904717	-134.6382721639824
Species: Rickenella-fibula	Phylum: Basidiomycota	Order: Hymenochaetales	-30.568636235841012	-78.82390874094432	-36.22914798835786	-73.67778070526609	-59.50863830616573	-31.148741651280925	100	0	0	0	0
Species: Peniophora-sp.	Phylum: Basidiomycota	Order: Russulales	-23.769551078621728	-77.95860731484177	-36.420216403383186	-69.82390874094432	-66.82390874094432	-51.67778070526608	100	-71.85387196432177	0	-54.08618614761628	0
Species: Rickenella-mellea	Phylum: Basidiomycota	Order: Hymenochaetales	-30.795880017344075	-78.92081875395237	-35.769551078621724	-73.7447274948967	-60.95860731484178	-26.795880017344075	100	0	0	0	0
Species: Rigidoporus-microporus	Phylum: Basidiomycota	Order: Polyporales	-26.657577319177793	-23.01772876696043	-14.744727494896694	-71.24412514432751	0	-18.075720713938118	0	-71.17392519729917	0	-49.070581074285705	0
Species: Roridomyces-roridus	Phylum: Basidiomycota	Order: Agaricales	-31.113509274827518	-78.04575749056067	-36.26760624017703	-72.11918640771921	-66.1249387366083	-21.744727494896694	100	0	0	-55.56863623584101	0
Species: Rozella-allomycis	Phylum: Cryptomycota	Order: Rozella - no_f_rank - no_o_rank	0	-32.420216403383186	-30.173925197299173	-23.259637310505756	0	-8.886056647693163	0	0	0	-35.74472749489669	-101.18708664335715
Species: Rozella-allomycis	Phylum: Cryptomycota	Order: Rozella - no_f_rank - no_o_rank	0	-40.27572413039921	-29.744727494896694	-23.23657200643706	0	-8.55284196865778	0	0	0	-35.69897000433602	0
Species: Russula-brevipes	Phylum: Basidiomycota	Order: Russulales	-33.236572006437065	-75.65757731917779	-35.055517327849834	-63.1249387366083	-53.481486060122116	-11.431798275933005	100	0	0	-54.14266750356873	0
Species: Russula-compacta	Phylum: Basidiomycota	Order: Russulales	-31.161150909262744	-75.4948500216801	-35.236572006437065	-70.13667713987954	-57.63827216398241	-13.09151498112135	100	0	0	-52.02227639471115	0
Species: Russula-dissimulans	Phylum: Basidiomycota	Order: Russulales	-31.23657200643706	-76.53760200210104	-34.920818753952375	-66.65757731917779	-54.1249387366083	-11.638272163982407	100	0	0	-51.346787486224656	0
Species: Russula-ochroleuca	Phylum: Basidiomycota	Order: Russulales	-28.82390874094432	-78.92081875395237	-34.420216403383186	-67.06048074738138	-59.25963731050576	-13.494850021680094	100	0	0	-51.69897000433602	0
Species: Russula-rugulosa	Phylum: Basidiomycota	Order: Russulales	-23.14266750356873	-77.09691001300806	-34.85387196432176	-46.036212172654444	-56.795880017344075	-13.356547323513812	100	-56.82390874094432	0	-52.09151498112135	0
Species: Russula-seminuda	Phylum: Basidiomycota	Order: Russulales	-29.67778070526608	-71.4948500216801	-34.481486060122116	-60.14874165128092	-56.82390874094432	-11.602059991327963	100	-59.214670164989236	0	-52.69897000433602	0
Species: Russula-vinacea	Phylum: Basidiomycota	Order: Russulales	-21.10790539730952	-78.6197887582884	-34.60205999132796	-67.24412514432751	0	-13.017728766960431	0	0	0	-51.00436480540245	0
Species: Rutstroemia-firma	Phylum: Ascomycota	Order: Helotiales	-83.22184874961636	-78.60205999132796	-40.15490195998574	-89.04575749056067	-121.92081875395237	-53.02227639471115	100	-135.6777807052661	-72.16115090926274	-53.920818753952375	-131.18708664335713
Species: Saccharomycopsis-capsularis	Phylum: Ascomycota	Order: Saccharomycetales	-37.67778070526608	-49.05060999335509	-32.95860731484178	-90.02687214640031	0	-13.327902142064282	0	0	0	0	-126.16115090926274
Species: Saccharomyces-cerevisiae	Phylum: Ascomycota	Order: Saccharomycetales	-38.63827216398241	-58.95860731484178	-32.27572413039921	-120.53760200210104	0	-14.431798275933005	0	0	0	0	0
Species: Saccharomyces-cerevisiae	Phylum: Ascomycota	Order: Saccharomycetales	-38.6575773191778	-58.769551078621724	-33.26760624017703	-120.58502665202919	0	-14.468521082957745	0	0	0	0	0
Species: Saccharomyces-cerevisiae	Phylum: Ascomycota	Order: Saccharomycetales	-38.6575773191778	-58.769551078621724	-33.26760624017703	-120.58502665202919	0	-14.468521082957745	0	0	0	0	0
Species: Saccharomyces-cerevisiae	Phylum: Ascomycota	Order: Saccharomycetales	-38.6575773191778	-58.769551078621724	-33.26760624017703	-120.58502665202919	0	-14.468521082957745	0	0	0	0	0
Species: Saccharomyces-cerevisiae	Phylum: Ascomycota	Order: Saccharomycetales	-38.6575773191778	-58.769551078621724	-33.26760624017703	-120.58502665202919	0	-14.468521082957745	0	0	0	0	0
Species: Saccharomyces-cerevisiae	Phylum: Ascomycota	Order: Saccharomycetales	-38.6575773191778	-58.769551078621724	-33.26760624017703	-120.58502665202919	0	-14.468521082957745	0	0	0	0	0
Species: Saccharomyces-cerevisiae	Phylum: Ascomycota	Order: Saccharomycetales	-38.67778070526608	-58.769551078621724	-33.26760624017703	-119.88605664769317	0	-14.468521082957745	0	0	0	0	0
Species: Saccharata-proteae	Phylum: Ascomycota	Order: Botryosphaeriales	-81.45593195564973	-79.56863623584101	-38.537602002101046	-88.4089353929735	-119.22914798835785	-59.795880017344075	100	-137.6197887582884	-86.48148606012211	-52.130768280269024	-141.05551732784983
Species: Saitoella-complicata	Phylum: Ascomycota	Order: Saitoella - no_f_rank - no_o_rank	-33.16749108729376	-56.46852108295774	-33.494850021680094	-79.02227639471116	0	-48.283996656365204	0	0	0	0	0
Species: Saksenaea-vasiformis	Phylum: Mucoromycota	Order: Mucorales	-30.657577319177793	-21.193820026016112	-9.481486060122112	-72.08618614761629	0	-13.292429823902063	0	0	0	0	0
Species: Sarcoscypha-coccinea	Phylum: Ascomycota	Order: Pezizales	-63.82390874094432	-77.431798275933	-38.72124639904717	-90.65757731917779	-101.60205999132796	-56.920818753952375	100	-65.95860731484177	0	-50.55284196865778	-137.69897000433602
Species: Saturnispora-dispora	Phylum: Ascomycota	Order: Saccharomycetales	-36.769551078621724	-50.55284196865778	-30.82390874094432	-94.88605664769317	0	-15.309803919971486	0	0	0	0	-115.76955107862173
Species: Schizophyllum-commune	Phylum: Basidiomycota	Order: Agaricales	-34.72124639904717	-80.76955107862173	-36.72124639904717	-70.16749108729377	-51.494850021680094	-53.537602002101046	100	-101.07572071393813	0	-30.214670164989233	0
Species: Schizophyllum-commune	Phylum: Basidiomycota	Order: Agaricales	-34.795880017344075	-80.95860731484177	-35.95860731484178	-70.16115090926274	-53.920818753952375	-54.055517327849834	100	-100.6382721639824	0	-30.200659450546418	0
Species: Schizophyllum-commune	Phylum: Basidiomycota	Order: Agaricales	-34.795880017344075	-82.55284196865779	-37.11918640771921	-69.7447274948967	-54.24412514432751	-52.920818753952375	100	-100.01772876696043	0	-30.55284196865778	0
Species: Schizophyllum-commune	Phylum: Basidiomycota	Order: Agaricales	-34.795880017344075	-81.431798275933	-37.14266750356873	-70.15490195998575	-55.10790539730952	-53.95860731484178	100	-100.6197887582884	0	-30.200659450546418	0
Species: Schizophyllum-commune	Phylum: Basidiomycota	Order: Agaricales	-34.420216403383186	-81.0	-37.236572006437065	-69.88605664769317	-54.88605664769317	-53.55284196865778	100	-100.36653154442041	0	-30.200659450546418	0
Species: Schizophyllum-commune	Phylum: Basidiomycota	Order: Agaricales	-34.431798275933005	-80.92081875395237	-35.769551078621724	-69.52287874528034	-56.795880017344075	-52.95860731484178	100	-102.45593195564973	0	-30.11918640771921	0
Species: Schizophyllum-commune	Phylum: Basidiomycota	Order: Agaricales	-23.229147988357855	-81.65757731917779	-37.214670164989236	-69.39794000867204	-50.283996656365204	-53.31875876262441	100	-100.82390874094432	0	-30.187086643357144	0
Species: Schizophyllum-commune	Phylum: Basidiomycota	Order: Agaricales	-34.309803919971486	-81.06048074738138	-37.16749108729376	-70.25963731050575	0	-54.15490195998574	0	-100.56863623584101	0	-30.148741651280925	0
Species: Schizosaccharomyces-cryophilus	Phylum: Ascomycota	Order: Schizosaccharomycetales	-31.431798275933005	-55.420216403383186	-35.795880017344075	-77.20760831050174	0	-38.72124639904717	0	-63.85387196432176	0	0	0
Species: Schizosaccharomyces-japonicus	Phylum: Ascomycota	Order: Schizosaccharomycetales	-24.494850021680094	-51.60205999132796	-32.309803919971486	-70.15490195998575	0	-35.82390874094432	0	0	0	0	0
Species: Schizosaccharomyces-octosporus	Phylum: Ascomycota	Order: Schizosaccharomycetales	-32.46852108295774	-55.29242982390206	-33.795880017344075	-76.4948500216801	0	-41.055517327849834	0	-63.60205999132796	0	0	0
Species: Schizopora-paradoxa	Phylum: Basidiomycota	Order: Hymenochaetales	-32.14266750356873	-66.88605664769317	-35.46852108295774	-70.65757731917779	-62.494850021680094	-26.30102999566398	100	-79.39794000867204	0	-47.85387196432176	0
Species: Schizosaccharomyces-pombe	Phylum: Ascomycota	Order: Schizosaccharomycetales	-31.040958607678906	-58.29242982390206	-35.74472749489669	-79.46852108295775	0	-40.95860731484178	0	0	0	0	0
Species: Schizothecium-vesticola	Phylum: Ascomycota	Order: Sordariales	-79.13667713987954	-77.13667713987954	-43.36653154442041	-88.52287874528034	-115.38721614328027	-67.1249387366083	100	-136.52287874528034	-88.72124639904717	-52.356547323513816	-131.17392519729918
Species: Scleroderma-citrinum	Phylum: Basidiomycota	Order: Boletales	-33.63827216398241	-60.60205999132796	-29.337242168318426	-71.6382721639824	0	-16.958607314841775	0	0	0	-44.494850021680094	0
